term,catalog_year,prefix,number,title,description,units,sections_offered,url
Fall 2025,2025-2026,AIS,408,Fieldwork Experience,Individualized supervised field experience in an appropriate agency or organization. Involves providing reports for a cooperating tribe or agency.  Pass-fail only.  May be repeated for credit.  Department consent required.,1-12,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000224&term=1257
Fall 2025,2025-2026,AIS,490C,Indigenous Nation-building II,Involves a senior capstone project that applies the concepts of capacity-building for indigenous nations in the current era.  Letter grade only.,3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000226&term=1257
Fall 2025,2025-2026,AIS,497,Independent Study,Individualized approach to selected topics by guided reading and critical evaluation. Pass/Fail or Letter grade. No repeat limit. Please complete the Independent Study Proposal form and obtain signatures of approval BEFORE registering: https://nau.edu/wp-content/uploads/sites/26/Independent_Study_Form_FINAL-3.pdf,1-6,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=000227&term=1257
Fall 2025,2025-2026,AIS,499,Contemporary Developments,Examines recent trends and investigations in a selected area.  Letter grade only.  No repeat limit.,1-3,,https://catalog.nau.edu/Courses/course?courseId=000228&term=1257
Fall 2025,2025-2026,AIS,232,Indigenizing Museums And The Art World,"Introduction to museum anthropology and current developments in tribal and non-tribal museums, with special attention to ideology of display and politics of repatriation. Cross-listed with ANT 232. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=009565&term=1257
Fall 2025,2025-2026,AIS,350,Indigenizing Research Methods And Issues,"The course introduces students to the ideological, political, and practical issues involved in managing and conducting research with indigenous communities. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=009566&term=1257
Fall 2025,2025-2026,AIS,450,"Indigenous Healthcare, Promotion, And Policy","This seminar addresses healthcare systems, policy and health conditions unique to Native Americans. Students study environmentally related illness and health environments as a whole. The class will consider innovative healing and illness prevention strategies. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=009567&term=1257
Fall 2025,2025-2026,AIS,470,Traditional Ecological Knowledge Of Indigenous Peoples,"This course addresses traditional ecological knowledge of wild foragers and farmers, and explores case studies of indigenous communities interacting with parks, endangered species regulators and environmentalists. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=009568&term=1257
Fall 2025,2025-2026,AIS,255,Gender And Indigenous Representation,"Examines the relationship and negotiation of gender and culture as they are represented within and concerning Indigenous peoples/communities. We will focus on U.S. forms of representation in popular experiences, e.g., literature, film, media. Cross-listed with ES 255 and WGS 255. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010221&term=1257
Fall 2025,2025-2026,AIS,325,"""Sister Nation"": Indigenous Women In The U. S.","This course focuses on a deeper theoretical and an applied understanding of how Indigenous women understand themselves, their communities, and responsibilities.  We utilize and demand a comprehension of Western and Indigenous knowledge systems. Cross-listed with ES 325 and WGS 325. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010224&term=1257
Fall 2025,2025-2026,AIS,460,Applied Indigenous Archaeology,"This course explores the developments in the working relationships among Indigenous peoples and archeologists in both academic and cultural resource management (CRM). CRM strategies, and academic work that fall under the general definition of Indigenous Archaeology worldwide are discussed. Cross-listed with ANT 460. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010285&term=1257
Fall 2025,2025-2026,AIS,290,"Foundations Of Indigenous Environmental Justice: Law, Policy And Movements","This course examines perspectives on environmental justice, the history of the environmental justice movement, policy and law, contemporary issues, and current struggles of indigenous peoples for environmental justice worldwide. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=010388&term=1257
Fall 2025,2025-2026,AIS,230,Indigenous Governments: Administration And Management,"This course introduces students to the topic of administration in the context of American Indian Tribal Nations within the United States. The course examines the similarities between public administration and tribal administration, the unique aspects and challenges of administration within tribal nations, and recent developments in tribal administration. Students will explore and write responses to authentic and hypothetical case studies. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011017&term=1257
Fall 2025,2025-2026,AIS,395,Tribal Environmental Management And Indigenous Lands,"This course examines the various aspects of environmental management within American Indian tribal governments, including regulations, laws, policies and programs particular to environmental management in a tribal administrative setting. Students will explore environmental issues common in tribal communities, American Indian reservations and Indian Country (as defined by federal law), and unique jurisdictional aspects of managing environmental programs on tribal lands. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011018&term=1257
